StudyNum,Study,mediangrouprespN,mediangroupresp,mouse,MouseResp,drug,cellline,MouseRespN,mousenum,NumMiceAnalyzed,included,type
1710,1011-B11-1,0,PD1,10,PD2,1011,B11,2,10,10,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,2,PD2,1101,B11,2,1,7,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,3,PD2,1101,B11,2,2,7,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,4,PD2,1101,B11,2,3,7,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,6,PD2,1101,B11,2,4,7,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,8,PD2,1101,B11,2,5,7,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,9,PD2,1101,B11,2,6,7,Yes,Solid Tumor
1754,1101-B11-1,2,PD2,10,PD2,1101,B11,2,7,7,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,1,PD2,1102,B11,2,1,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,2,PD2,1102,B11,2,2,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,3,PD2,1102,B11,2,3,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,4,PD2,1102,B11,2,4,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,5,PD2,1102,B11,2,5,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,6,PD2,1102,B11,2,6,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,7,PD2,1102,B11,2,7,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,8,PD2,1102,B11,2,8,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,9,PD2,1102,B11,2,9,10,Yes,Solid Tumor
1801,1102-B11-1,2,PD2,10,PD2,1102,B11,2,10,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,1,PD2,1103,B11,2,1,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,2,PD2,1103,B11,2,2,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,3,PD2,1103,B11,2,3,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,4,PD2,1103,B11,2,4,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,5,PD2,1103,B11,2,5,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,6,PD2,1103,B11,2,6,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,7,PD2,1103,B11,2,7,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,8,PD2,1103,B11,2,8,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,9,PD2,1103,B11,2,9,10,Yes,Solid Tumor
1844,1103-B11-1,2,PD2,10,PD2,1103,B11,2,10,10,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,1,PD1,1104,B11,0,1,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,3,PD1,1104,B11,0,2,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,4,PD1,1104,B11,0,3,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,5,PD1,1104,B11,0,4,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,6,PD1,1104,B11,0,5,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,7,PD1,1104,B11,0,6,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,8,PD1,1104,B11,0,7,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,9,PD1,1104,B11,0,8,9,Yes,Solid Tumor
1875,1104-B11-1,0,PD1,10,PD1,1104,B11,0,9,9,Yes,Solid Tumor
1900,1106-B11-1,8,CR,1,MCR,1106,B11,10,1,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,2,CR,1106,B11,8,2,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,3,CR,1106,B11,8,3,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,4,CR,1106,B11,8,4,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,5,CR,1106,B11,8,5,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,6,CR,1106,B11,8,6,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,7,MCR,1106,B11,10,7,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,8,MCR,1106,B11,10,8,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,9,CR,1106,B11,8,9,10,Yes,Solid Tumor
1900,1106-B11-1,8,CR,10,MCR,1106,B11,10,10,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,1,PD2,1110,B11,2,1,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,2,PD2,1110,B11,2,2,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,3,PD2,1110,B11,2,3,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,4,PD2,1110,B11,2,4,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,5,PD2,1110,B11,2,5,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,6,PD1,1110,B11,0,6,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,7,PD2,1110,B11,2,7,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,8,PD2,1110,B11,2,8,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,9,PD2,1110,B11,2,9,10,Yes,Solid Tumor
1962,1110-B11-1,2,PD2,10,PD2,1110,B11,2,10,10,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,1,PD2,1112,B11,2,1,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,2,PD2,1112,B11,2,2,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,4,PD2,1112,B11,2,3,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,5,PD2,1112,B11,2,4,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,6,PD2,1112,B11,2,5,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,7,PD2,1112,B11,2,6,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,8,PD2,1112,B11,2,7,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,9,PD2,1112,B11,2,8,9,Yes,Solid Tumor
2004,1112-B11-1,2,PD2,10,PD2,1112,B11,2,9,9,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,1,PD2,1113,B11,2,1,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,2,PD2,1113,B11,2,2,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,3,PD2,1113,B11,2,3,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,4,PD2,1113,B11,2,4,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,5,PD2,1113,B11,2,5,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,6,PD1,1113,B11,0,6,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,7,PD2,1113,B11,2,7,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,8,PD1,1113,B11,0,8,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,9,PD2,1113,B11,2,9,10,Yes,Solid Tumor
2038,1113-B11-1,2,PD2,10,PD2,1113,B11,2,10,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,1,PD1,1201,B11,0,1,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,2,PD1,1201,B11,0,2,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,3,PD1,1201,B11,0,3,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,4,PD1,1201,B11,0,4,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,5,PD1,1201,B11,0,5,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,6,PD2,1201,B11,2,6,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,7,PD1,1201,B11,0,7,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,8,PD1,1201,B11,0,8,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,9,PD1,1201,B11,0,9,10,Yes,Solid Tumor
2083,1201-B11-1,0,PD1,10,PD1,1201,B11,0,10,10,Yes,Solid Tumor
12,0501-B12-1,2,PD2,3,PD2,501,B12,2,1,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,4,PD2,501,B12,2,2,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,5,PD2,501,B12,2,3,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,6,PD2,501,B12,2,4,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,7,PD2,501,B12,2,5,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,8,PD2,501,B12,2,6,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,9,PD2,501,B12,2,7,8,Yes,Solid Tumor
12,0501-B12-1,2,PD2,10,PD2,501,B12,2,8,8,Yes,Solid Tumor
96,0503-B12-1,10,MCR,1,MCR,503,B12,10,1,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,2,MCR,503,B12,10,2,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,3,MCR,503,B12,10,3,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,4,MCR,503,B12,10,4,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,5,MCR,503,B12,10,5,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,6,MCR,503,B12,10,6,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,7,MCR,503,B12,10,7,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,8,MCR,503,B12,10,8,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,9,MCR,503,B12,10,9,10,Yes,Solid Tumor
96,0503-B12-1,10,MCR,10,MCR,503,B12,10,10,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,1,PD1,601,B12,0,1,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,2,PD1,601,B12,0,2,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,3,PD1,601,B12,0,3,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,4,PD1,601,B12,0,4,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,5,PD1,601,B12,0,5,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,6,PD1,601,B12,0,6,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,7,PD1,601,B12,0,7,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,8,PD1,601,B12,0,8,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,9,PD1,601,B12,0,9,10,Yes,Solid Tumor
308,0601-B12-1,0,PD1,10,PD1,601,B12,0,10,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,1,PD2,602,B12,2,1,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,2,PD2,602,B12,2,2,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,3,PD2,602,B12,2,3,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,4,PD2,602,B12,2,4,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,5,PD2,602,B12,2,5,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,6,CR,602,B12,8,6,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,7,PD2,602,B12,2,7,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,8,PD2,602,B12,2,8,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,9,CR,602,B12,8,9,10,Yes,Solid Tumor
352,0602-B12-1,2,PD2,10,CR,602,B12,8,10,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,1,PD1,603,B12,0,1,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,2,PD1,603,B12,0,2,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,3,PD1,603,B12,0,3,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,4,CR,603,B12,8,4,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,5,PD1,603,B12,0,5,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,6,PD1,603,B12,0,6,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,7,PD1,603,B12,0,7,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,8,PD1,603,B12,0,8,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,9,PD1,603,B12,0,9,10,Yes,Solid Tumor
397,0603-B12-1,0,PD1,10,PD1,603,B12,0,10,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,1,PD2,604,B12,2,1,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,2,PD2,604,B12,2,2,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,3,PD2,604,B12,2,3,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,4,PD1,604,B12,0,4,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,5,PD2,604,B12,2,5,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,6,PD2,604,B12,2,6,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,7,PD1,604,B12,0,7,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,8,PD2,604,B12,2,8,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,9,PD2,604,B12,2,9,10,Yes,Solid Tumor
438,0604-B12-1,2,PD2,10,PD1,604,B12,0,10,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,1,PD2,605,B12,2,1,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,2,PD2,605,B12,2,2,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,3,PD2,605,B12,2,3,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,4,CR,605,B12,8,4,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,5,PD2,605,B12,2,5,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,6,PD2,605,B12,2,6,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,7,PD2,605,B12,2,7,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,8,PD2,605,B12,2,8,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,9,PD2,605,B12,2,9,10,Yes,Solid Tumor
481,0605-B12-1,2,PD2,10,PD2,605,B12,2,10,10,Yes,Solid Tumor
523,0606-B12-1,10,MCR,2,CR,606,B12,8,1,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,3,MCR,606,B12,10,2,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,4,CR,606,B12,8,3,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,6,CR,606,B12,8,4,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,7,MCR,606,B12,10,5,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,8,MCR,606,B12,10,6,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,9,MCR,606,B12,10,7,8,Yes,Solid Tumor
523,0606-B12-1,10,MCR,10,MCR,606,B12,10,8,8,Yes,Solid Tumor
568,0607-B12-1,0,PD1,1,PD1,607,B12,0,1,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,2,PD1,607,B12,0,2,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,3,PD1,607,B12,0,3,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,4,PD1,607,B12,0,4,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,5,PD1,607,B12,0,5,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,6,PD1,607,B12,0,6,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,7,PD1,607,B12,0,7,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,8,PD1,607,B12,0,8,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,9,PD1,607,B12,0,9,10,Yes,Solid Tumor
568,0607-B12-1,0,PD1,10,PD1,607,B12,0,10,10,Yes,Solid Tumor
603,0613-B12-1,0,PD1,1,CR,613,B12,8,1,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,2,PD2,613,B12,2,2,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,3,PD1,613,B12,0,3,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,4,PD1,613,B12,0,4,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,5,PD1,613,B12,0,5,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,6,PD1,613,B12,0,6,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,9,PD1,613,B12,0,7,8,Yes,Solid Tumor
603,0613-B12-1,0,PD1,10,PD2,613,B12,2,8,8,Yes,Solid Tumor
622,0701-B12-1,0,PD1,1,PD1,701,B12,0,1,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,2,PD2,701,B12,2,2,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,3,PD1,701,B12,0,3,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,4,PD1,701,B12,0,4,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,5,PD1,701,B12,0,5,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,6,PD1,701,B12,0,6,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,7,PD1,701,B12,0,7,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,8,PD2,701,B12,2,8,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,9,PD1,701,B12,0,9,10,Yes,Solid Tumor
622,0701-B12-1,0,PD1,10,PD2,701,B12,2,10,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,1,PD1,702,B12,0,1,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,2,PD1,702,B12,0,2,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,3,PD1,702,B12,0,3,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,4,PD1,702,B12,0,4,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,5,PD1,702,B12,0,5,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,6,PD1,702,B12,0,6,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,7,PD1,702,B12,0,7,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,8,PD1,702,B12,0,8,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,9,PD1,702,B12,0,9,10,Yes,Solid Tumor
667,0702-B12-1,0,PD1,10,PD1,702,B12,0,10,10,Yes,Solid Tumor
712,0703-B12-1,0,PD1,1,PD1,703,B12,0,1,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,2,PD1,703,B12,0,2,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,3,PD1,703,B12,0,3,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,4,PD1,703,B12,0,4,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,5,PD1,703,B12,0,5,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,6,PD1,703,B12,0,6,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,7,PD1,703,B12,0,7,8,Yes,Solid Tumor
712,0703-B12-1,0,PD1,10,PD2,703,B12,2,8,8,Yes,Solid Tumor
758,0704-B12-1,0,PD1,1,PD1,704,B12,0,1,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,2,PD1,704,B12,0,2,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,3,PD1,704,B12,0,3,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,4,PD1,704,B12,0,4,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,5,PD1,704,B12,0,5,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,6,PD1,704,B12,0,6,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,7,PD1,704,B12,0,7,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,8,PD2,704,B12,2,8,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,9,PD1,704,B12,0,9,10,Yes,Solid Tumor
758,0704-B12-1,0,PD1,10,PR,704,B12,6,10,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,1,PD1,706,B12,0,1,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,2,PD1,706,B12,0,2,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,3,PD1,706,B12,0,3,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,4,PD1,706,B12,0,4,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,5,PD2,706,B12,2,5,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,6,PD2,706,B12,2,6,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,7,PD1,706,B12,0,7,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,8,PD2,706,B12,2,8,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,9,PD2,706,B12,2,9,10,Yes,Solid Tumor
799,0706-B12-1,1,PD1,10,PD2,706,B12,2,10,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,1,PD1,707,B12,0,1,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,2,PD1,707,B12,0,2,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,3,PD1,707,B12,0,3,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,4,PD1,707,B12,0,4,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,5,PD1,707,B12,0,5,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,6,PD1,707,B12,0,6,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,7,PD1,707,B12,0,7,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,8,PD1,707,B12,0,8,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,9,PD1,707,B12,0,9,10,Yes,Solid Tumor
835,0707-B12-1,0,PD1,10,PD1,707,B12,0,10,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,1,PD1,708,B12,0,1,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,2,PD1,708,B12,0,2,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,3,PD1,708,B12,0,3,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,4,PD1,708,B12,0,4,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,5,PD1,708,B12,0,5,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,6,PD1,708,B12,0,6,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,7,PD1,708,B12,0,7,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,8,PD1,708,B12,0,8,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,9,PD1,708,B12,0,9,10,Yes,Solid Tumor
855,0708-B12-1,0,PD1,10,PD2,708,B12,2,10,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,1,PD1,801,B12,0,1,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,2,PD2,801,B12,2,2,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,3,CR,801,B12,8,3,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,4,PD1,801,B12,0,4,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,5,PD1,801,B12,0,5,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,6,PD2,801,B12,2,6,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,7,PD2,801,B12,2,7,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,8,CR,801,B12,8,8,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,9,PD2,801,B12,2,9,10,Yes,Solid Tumor
886,0801-B12-1,2,PD2,10,PD2,801,B12,2,10,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,1,MCR,802,B12,10,1,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,2,MCR,802,B12,10,2,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,3,MCR,802,B12,10,3,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,4,MCR,802,B12,10,4,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,5,MCR,802,B12,10,5,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,6,MCR,802,B12,10,6,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,7,MCR,802,B12,10,7,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,8,MCR,802,B12,10,8,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,9,MCR,802,B12,10,9,10,Yes,Solid Tumor
931,0802-B12-1,10,MCR,10,MCR,802,B12,10,10,10,Yes,Solid Tumor
973,0803-B12-1,2,PD2,1,PD2,803,B12,2,1,6,Yes,Solid Tumor
973,0803-B12-1,2,PD2,2,CR,803,B12,8,2,6,Yes,Solid Tumor
973,0803-B12-1,2,PD2,3,PD2,803,B12,2,3,6,Yes,Solid Tumor
973,0803-B12-1,2,PD2,4,PD2,803,B12,2,4,6,Yes,Solid Tumor
973,0803-B12-1,2,PD2,5,PD2,803,B12,2,5,6,Yes,Solid Tumor
973,0803-B12-1,2,PD2,9,PD2,803,B12,2,6,6,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,1,PR,804,B12,6,1,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,2,PD2,804,B12,2,2,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,3,PR,804,B12,6,3,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,4,PR,804,B12,6,4,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,5,PD2,804,B12,2,5,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,6,PD2,804,B12,2,6,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,7,PD2,804,B12,2,7,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,8,PD2,804,B12,2,8,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,9,PD2,804,B12,2,9,10,Yes,Solid Tumor
1017,0804-B12-1,2,PD2,10,PD2,804,B12,2,10,10,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,1,PD2,805,B12,2,1,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,2,PD2,805,B12,2,2,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,3,PD1,805,B12,0,3,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,4,PD1,805,B12,0,4,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,5,PD1,805,B12,0,5,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,6,CR,805,B12,8,6,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,8,PD1,805,B12,0,7,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,9,PD2,805,B12,2,8,9,Yes,Solid Tumor
1055,0805-B12-1,2,PD2,10,PD2,805,B12,2,9,9,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,1,PD1,806,B12,0,1,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,2,PD1,806,B12,0,2,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,3,PD1,806,B12,0,3,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,4,PD1,806,B12,0,4,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,5,PD1,806,B12,0,5,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,6,PD1,806,B12,0,6,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,7,PD2,806,B12,2,7,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,8,PD1,806,B12,0,8,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,9,PD2,806,B12,2,9,10,Yes,Solid Tumor
1099,0806-B12-1,0,PD1,10,PD2,806,B12,2,10,10,Yes,Solid Tumor
1144,0807-B12-1,0,PD1,1,PD1,807,B12,0,1,9,Yes,Solid Tumor
1144,0807-B12-1,0,PD1,2,PD1,807,B12,0,2,9,Yes,Solid Tumor
